,title,imdb_score,genres,actors,directors
51,Eddie Murphy Raw,7.6,"['comedy', 'documentation']","['Eddie Murphy', 'Tatyana Ali', 'Billie Allen', 'Samuel L. Jackson', 'Deon Richmond', 'Barbara Harris', 'J. D. Hall', 'James Brown III', 'Tiger Haynes', 'Eyde Byrde', 'Birdie M. Hale', 'Clebert Ford', 'Leonard Jackson', 'Jody Jones', 'Michelle Davison', 'Geri Gibson']",['Robert Townsend']
52,She's Gotta Have It,6.7,"['romance', 'comedy']","['Tracy Camilla Johns', 'Tommy Redmond Hicks', 'John Canada Terrell', 'Spike Lee', 'Raye Dowell', 'Joie Lee', 'S. Epatha Merkerson', 'Bill Lee', 'Cheryl Burr', 'Aaron Dugger', 'Stephanie Covington', 'Renata Cobbs', 'Cheryl D. Singleton', 'Monty Ross', 'Tiziano Cortini', 'Erik Dellums', 'Reginald Hudlin', 'Eric Payne', 'Gerard Brown', 'Ernest R. Dickerson', 'Eric Wilkins', 'Fab 5 Freddy', 'Scott Sillers', 'Geoffrey Garfield', 'Kathy Banks', 'Steve Nicks', 'Steve Ning']",['Spike Lee']
53,Major Dad,6.5,"['comedy', 'family']","['Gerald McRaney', 'Shanna Reed', 'Matt Mulhern', 'Jon Cypher', 'Beverly Archer', 'Marisa Ryan', 'Nicole Dubuc', 'Chelsea Hertford']",
54,Endless Love,4.9,"['romance', 'drama']","['Brooke Shields', 'Martin Hewitt', 'Shirley Knight', 'Don Murray', 'Richard Kiley', 'Beatrice Straight', 'Penelope Milford', 'James Spader', 'Ian Ziering', 'Jami Gertz', 'Tom Cruise', 'Jeff Marcus', 'Jamie Bernstein', 'Walt Gorney', 'Billie Perkins']",['Franco Zeffirelli']
55,Danger Mouse,7.4,"['animation', 'comedy', 'family', 'scifi', 'european']","['David Jason', 'Terry Scott', 'Edward Kelsey', 'Brian Trueman']",
56,Vaashi,6.7,"['drama', 'thriller']","['Tovino Thomas', 'Keerthy Suresh', 'Kottayam Ramesh', 'Nandhu', 'Baiju Santhosh', 'Rony David Raj', 'Anu Mohan', 'Maya Viswanath', 'Maya Menon', 'Anagha Narayanan', 'Rj Raghu', 'G Suresh Kumar', 'Sreelakshmi']",['Vishnu Raghav']
57,Mobile Suit Gundam: Char's Counterattack,7.3,"['scifi', 'animation', 'action', 'drama', 'war']","['Shuuichi Ikeda', 'Toru Furuya', 'Fuyumi Shiraishi', 'Hirotaka Suzuoki', 'Kazue Ikura', 'Koichi Yamadera', 'Maria Kawamura', 'Mayumi Shou', 'Mitsuki Yayoi', 'Nozomu Sasaki', 'Shingo Hiromori', 'Shinobu Adachi', 'Yoshiko Sakakibara']",['Yoshiyuki Tomino']
58,Mobile Suit Gundam II: Soldiers of Sorrow,7.2,"['animation', 'scifi', 'action', 'drama', 'war']","['Toru Furuya', 'Shuuichi Ikeda', 'Hirotaka Suzuoki', 'Fuyumi Shiraishi', 'Kiyonobu Suzuki', 'Masashi Hirose', 'Shozo Iizuka', 'Kaneto Shiozawa', 'Yumi Nakatani', 'Yasuo Matsumura', 'Keiko Toda', 'Toshio Furukawa', 'Rumiko Ukai', 'Yō Inoue']",['Yoshiyuki Tomino']
59,Fireman Sam,6.1,"['animation', 'comedy', 'family', 'crime', 'european']","['Steven Kynman', 'David Carling', 'Su Douglas', 'Tegwen Tucker', 'Harriet Kershaw', 'Alex Lowe', 'Jo Wyatt', 'Ifan Huw Dafydd', 'John Hasler', 'Nigel Whitmey']",['Gary Andrews']
60,Sam Kinison: Breaking the Rules,7.2,"['comedy', 'documentation']","['Sam Kinison', 'Denise Gallup', 'Dian Gallup', 'Hugh Hefner']",['Walter C. Miller']
61,Waiting for the Hearse,8.0,['comedy'],"['Luis Brandoni', 'China Zorrilla', 'Antonio Gasalla', 'Julio De Grazia', 'Betiana Blum', 'Juan Manuel Tenuta', 'Mónica Villa', 'Enrique Pinti', 'Darío Grandinetti', 'Cecilia Rossetto', 'Andrea Tenuta', 'Lidia Catalano', 'Clotilde Borella', 'José Andrada', 'Miguel Ángel Porro', 'Gofredo Colombo', 'Juan Acosta', 'José Andrada']",['Alejandro Doria']
62,Tim Allen: Men Are Pigs,6.1,"['comedy', 'documentation']",['Tim Allen'],['Ellen Brown']
63,Mobile Suit Gundam III: Encounters in Space,7.6,"['action', 'drama', 'war', 'animation', 'scifi']","['Toru Furuya', 'Shuuichi Ikeda', 'Hirotaka Suzuoki', 'Kiyonobu Suzuki', 'Fuyumi Shiraishi', 'Keiko Han', 'Banjo Ginga', 'Mami Koyama', 'Yasuo Matsumura', 'Toshio Furukawa', 'Rumiko Ukai', 'Hidekatsu Shibata', 'Makio Inoue', 'Sherry Lynn', 'Yō Inoue']",['Yoshiyuki Tomino']
64,Monty Python Live at the Hollywood Bowl,7.9,"['comedy', 'documentation']","['Terry Gilliam', 'John Cleese', 'Graham Chapman', 'Eric Idle', 'Terry Jones', 'Michael Palin', 'Neil Innes', 'Carol Cleveland']","['Terry Hughes', 'Ian MacNaughton']"
65,Disco Dancer,6.4,"['drama', 'romance']","['Mithun Chakraborty', 'Kim', 'Rajesh Khanna', 'Om Shivpuri', 'Karan Razdan', 'Kalpana Iyer', 'Om Puri', 'Gita Siddharth', 'Yusuf Khan', 'Bob Christo', 'Master Chhotu', 'Baby Pinky', 'Amarnath Mukherjee', 'Chandrashekhar', 'Gauri Verma', 'Sunil Dhawan', 'Avtar Singh Gullu', 'Harbans Darshan M. Arora', 'Tyrone Aviet', 'Yunus Parvez', 'Tun Tun', 'Yasmin', 'Bina', 'Vee Suri', 'Anjuman', 'Priyanka Upendra']",['Babbar Subhash']
66,Agneepath,7.6,"['drama', 'action', 'crime']","['Amitabh Bachchan', 'Mithun Chakraborty', 'Madhavi', 'Neelam Kothari', 'Danny Denzongpa', 'Archana Puran Singh', 'Alok Nath', 'Rohini Hattangadi', 'Tinnu Anand', 'Vikram Gokhale', 'Master Manjunath', 'Sharat Saxena', 'Goga Kapoor', 'Avtar Gill', 'Aanjjan Srivastav', 'Bob Christo']",['Mukul Anand']
67,Parrot Sketch Not Included: Twenty Years of Monty Python,8.1,['comedy'],"['Graham Chapman', 'John Cleese', 'Terry Gilliam', 'Eric Idle', 'Terry Jones', 'Michael Palin', 'Steve Martin']",['Ian MacNaughton']
68,Too Young The Hero,6.7,"['drama', 'war']","['Ricky Schroder', 'Debra Mooney', 'Mary-Louise Parker', 'Jon DeVries']",['Buzz Kulik']
69,A Stoning in Fulham County,5.9,"['thriller', 'crime', 'drama']","['Ron Perlman', 'Ken Olin', 'Jill Eikenberry', 'Gregg Henry', 'Nicholas Pryor', 'Brad Pitt', 'Maureen Mueller', 'Noble Willingham', 'Peter Michael Goetz', 'Theodore Bikel', 'Olivia Burnette', 'Bill Allen']",['Larry Elikann']
70,The Ryan White Story,7.2,['drama'],"['Judith Light', 'Michael Bowen', 'Nikki Cox', 'George Dzundza', 'Sarah Jessica Parker', 'Mitchell Ryan', 'Peter Scolari', 'Grace Zabriskie', 'George C. Scott', 'Kathy Wagner', 'Casey Ellison', 'Mark Joy', 'Ryan White', 'Lukas Haas', 'Sue Satoris']",['John Herzfeld']
71,Dil,6.6,"['drama', 'comedy', 'romance']","['Aamir Khan', 'Madhuri Dixit', 'Saeed Jaffrey', 'Anupam Kher', 'Padmarani', 'Shammi', 'Deven Verma', 'Adi Irani']",['Indra Kumar']
72,Adam: His Song Continues,7.0,"['crime', 'drama']","['JoBeth Williams', 'Daniel J. Travanti', 'Richard Masur', 'Martha Scott', 'Paul Regina', 'Sam McMurray', 'Lindsey Amelio']",['Robert Markowitz']
73,The George McKenna Story,6.0,['drama'],"['Denzel Washington', 'Lynn Whitfield', 'Earl Billings', 'Ray Buktenica', 'Akosua Busia', 'Michael Milburn', 'Richard Masur', 'Virginia Capers', 'Barbara Townsend', 'J.A. Preston', 'Bill Henderson', 'Brent Jennings', 'Terrance Ellis', 'Michael C. Matthews', 'Ken Sagoes']",['Eric Laneuville']
74,In Defense of a Married Man,5.6,"['drama', 'crime']","['Judith Light', 'Michael Ontkean', 'Jerry Orbach', 'Johnny Galecki', 'Cynthia Sikes', 'Gema Zamprogna', 'Patricia Hamilton', 'Pat Corley', 'Nicholas Campbell', 'John Colicos', 'Tony Rosato', 'Colin Fox', 'David Hemblen', 'Errol Slue', 'Jonathan Welsh', 'Frank Adamson', 'Karen Kennedy', 'Elizabeth Lennie', 'Marc Gomes', 'Allan Aarons', 'Matt Birman', 'Scott Wickware']",['Joel Oliansky']
76,Mujrim,5.4,"['drama', 'action', 'crime']","['Mithun Chakraborty', 'Madhuri Dixit', 'Nutan', 'Shakti Kapoor', 'Amrish Puri', 'Sharat Saxena', 'Pallavi Joshi', 'Johnny Lever', 'Kunickaa Sadanand', 'Jagdeep', 'Gulshan Grover']",['Umesh Mehra']
77,Aakhri Adaalat,5.1,"['action', 'crime', 'thriller']","['Vinod Khanna', 'Dimple Kapadia', 'Jackie Shroff', 'Vinod Mehra', 'Gulshan Grover', 'Paresh Rawal', 'A.K. Hangal', 'Shafi Inamdar', 'Roopesh Kumar', 'Sharat Saxena', 'Sushma Seth', 'Mahavir Shah', 'Aanjjan Srivastav', 'Birbal', 'Bob Christo', 'Sudhir Dalvi', 'Sonam']",['Rajiv Mehra']
78,"Alexandria, Again and Forever",6.5,['drama'],"['Youssef Chahine', 'Yousra', 'Hussein Fahmy', 'Amr Abdul Gelil', 'Hesham Selim', 'Taheya Cariocca', 'Hoda Soltan', 'Rajaa Hussain', 'Seif Abdelrahman', 'Abla Kamel', 'Hassan El Adl', 'Ahmed El Hariri', 'Menha Batraoui', 'Tewfik Saleh', 'Zaki Fateen Abdel Wahab', 'Mohammed Tawfik', 'Mohamed Fadel', 'Hossam El Din Mostafa', 'Aly Badrakhan', 'Maher Salim', 'Mohamed Henedi', 'Salah Zulfikar']",['Youssef Chahine']
79,Duniya,6.3,"['action', 'drama']","['Ashok Kumar', 'Dilip Kumar', 'Rishi Kapoor', 'Amrita Singh', 'Prem Chopra', 'Amrish Puri', 'Pran', 'Satyendra Kapoor', 'Mac Mohan']",['Ramesh Talwar']
80,Strange Voices,6.3,['drama'],"['Nancy McKeon', 'Valerie Harper', 'Stephen Macht', 'Tricia Leigh Fisher', 'Millie Perkins', 'Robert Krantz', 'Robin Morse', 'Jack Blessing', 'Marta Kristen', 'Heidi Schooler', 'Molly McClure', 'Gerald Hiken', 'Fay Hauser', 'Gary Bisig', 'Micah Grant', 'Nomi Mitty', 'William Wintersole', 'Christine Avila', 'Fred Ponzlov', 'Madeleine Swift', 'Charles Walker', 'Ethel Winant', 'Gloria Camden', 'Robert Crow', 'Art Bradford', 'David Blatt', 'Jeff Kizer', 'Danny McCoy Jr.']",['Arthur Allan Seidelman']
81,Jaal,5.2,"['action', 'drama', 'thriller']","['Rekha', 'Mithun Chakraborty', 'Mandakini', 'Moon Moon Sen', 'Amrit Pal', 'Jeetendra', 'Vinod Mehra', 'Tanuja', 'Jagdeep', 'Gulshan Grover', 'Roopesh Kumar', 'Ila Arun', 'Tej Sapru', 'Yunus Parvez', 'Javed Khan', 'Praveena', 'Birbal', 'Mohan Choti', 'Sharat Saxena', 'Mahesh', 'Shreechand Makhija', 'Sukhminder']",['Umesh Mehra']
82,Quiet Victory: The Charlie Wedemeyer Story,7.2,['drama'],"['Pam Dawber', 'Michael Nouri', 'Bess Meyer', 'Peter Berg', 'James Handy', 'Dan Lauria', 'Kyle Chandler', 'Reginald VelJohnson', 'Noble Willingham', 'Stephen Dorff', 'Betty Carvalho', 'Mark Joy', 'Jim Grimshaw', 'Jennifer Lanier', 'Howard Kingkade', 'Richard K. Olsen']",['Roy Campanella II']
83,High Risk,3.8,['comedy'],['Wayne Rogers'],
84,Muqaddar Ka Faisla,4.8,"['action', 'comedy', 'drama', 'family']","['Raaj Kumar', 'Raj Babbar', 'Tina Munim', 'Rakhee Gulzar', 'Meenakshi Seshadri']",['Prakash Mehra']
85,Pyar Ke Do Pal,6.1,"['drama', 'action']","['Mithun Chakraborty', 'Bindu', 'Krishan Dhawan', 'Jagdeep', 'Simple Kapadia', 'Lalita Pawar', 'Jaya Prada']",['Rajiv Mehra']
86,Sohni Mahiwal,6.1,"['romance', 'drama', 'action']","['Sunny Deol', 'Poonam Dhillon', 'Gulshan Grover', 'Tanuja', 'Shammi Kapoor', 'Pran', 'Rakesh Bedi', 'Zeenat Aman']","['Latif Faiziyev', 'Umesh Mehra']"
87,Ek Jaan Hain Hum,6.3,"['family', 'romance']",,['Rajiv Mehra']
88,An Egyptian Story,7.3,"['drama', 'fantasy']","['Nour El-Sherif', 'Yousra', 'Mohsen Mohie Eldein', 'Gumball Williams', 'Soheir El-Bably', 'Magda El-Khatib', 'Mohamed Mounir']",['Youssef Chahine']
89,The Little Wars,6.3,"['war', 'drama', 'european']","['Soraya Khoury', 'Nabil Ismaïl', 'Roger Hawa', 'Reda Khoury', 'Youcef Hosni']",['Maroun Bagdadi']
90,Unspeakable Acts,6.1,['drama'],"['Jill Clayburgh', 'Brad Davis', 'Sam Behrens', 'Gary Frank', 'James Handy', 'Mark Harelik', 'Season Hubley', 'Terence Knox', 'Joseph Mazzello', 'John Mazzello']",['Linda Otto']
91,Survivor,7.4,['reality'],['Jeff Probst'],
92,Mission: Impossible,7.1,"['thriller', 'action']","['Tom Cruise', 'Jon Voight', 'Henry Czerny', 'Emmanuelle Béart', 'Ving Rhames', 'Kristin Scott Thomas', 'Vanessa Redgrave', 'Jean Reno', 'Emilio Estevez', 'Ingeborga Dapkūnaitė', 'Rolf Saxon', 'Marcel Iureș', 'Karel Dobrý', 'Andreas Wisniewski', 'Annabel Mullion', 'Olegar Fedoro', 'Morgan Deare', 'Valentina Yakunina', 'Marek Vašut', 'Nathan Osgood', 'John McLaughlin', 'David Shaeffer', 'Rudolf Pechan', 'Gaston Šubert', 'Ricco Ross', 'Mark Houghton', 'Bob Friend', 'Garrick Hagon', 'Jiřina Třebická', 'Andrzej Borkowski', 'Maya Dokic', 'Sam Douglas', 'Carmela Marner', 'Mimi Potworowska', 'David Schneider', 'Helen Lindsay', 'Pat Starr', 'Richard D. Sharp', 'Randall Paul', 'Sue Doucette', 'Graydon Gould', 'Tony Vogel', 'Michael Rogers', 'Laura Brook', 'David Phelan', 'Melissa Knatchbull', 'Ion Caramitru', 'Dale Dye', 'Keith Campbell', 'Michael Cella', 'Harry Fielder', 'Toby Hinson', 'John Knoll', 'Paul Markham']",['Brian De Palma']
93,Stargate SG-1,8.4,"['scifi', 'drama', 'action']","['Ben Browder', 'Amanda Tapping', 'Christopher Judge', 'Michael Shanks', 'Claudia Black', 'Beau Bridges']",
94,Se7en,8.6,"['crime', 'thriller', 'drama']","['Brad Pitt', 'Morgan Freeman', 'Gwyneth Paltrow', 'Kevin Spacey', 'R. Lee Ermey', 'John C. McGinley', 'Julie Araskog', 'Mark Boone Junior', 'John Cassini', 'Reg E. Cathey', 'Peter Crombie', 'Richard Roundtree', 'Richard Schiff', 'Hawthorne James', 'Michael Massee', 'Leland Orser', 'Richard Portnow', 'Daniel Zacapa', 'Alfonso Freeman', 'Harris Savides', 'Andrew Kevin Walker', 'Pamala Tyson', 'Richmond Arquette', 'Emily Wagner', 'Shannon Wilcox', 'George Christy', 'Endre Hules', 'William Davidson', 'Bob Collins', 'Dominique Jennings', 'Allan Kolman', 'Gene Borkan', 'Mario Di Donato', 'Harrison White', 'Bob Stephenson', 'Michael Reid MacKay', 'Lennie Loftin', 'Martin Serene', 'David Correia', 'Lexie Bigham', 'Evan Mirand', 'Paul Eckstein', 'Rachel Flanagan', 'Heidi Schanz', 'Brian Evers', 'James Deeth', 'Charles A. Tamburro', 'Charles S. Dutton', 'Arthur Max']",['David Fincher']
95,Pokémon,7.4,"['action', 'scifi', 'animation', 'comedy', 'fantasy', 'family']","['Rica Matsumoto', 'Ikue Otani', 'Daiki Yamashita', 'Kenyu Horiuchi']",
96,Boogie Nights,7.9,['drama'],"['Mark Wahlberg', 'Julianne Moore', 'Burt Reynolds', 'Don Cheadle', 'John C. Reilly', 'Heather Graham', 'William H. Macy', 'Luis Guzmán', 'Philip Seymour Hoffman', 'Philip Baker Hall', 'Rico Bueno', 'Nicole Ari Parker', 'Samson Barkhordarian', 'Nina Hartley', 'Alfred Molina', 'Brad Braeden', 'Joanna Gleason', 'Lawrence Hudd', 'Michael Stein', 'Stanley DeSantis', 'Patricia Forte', 'Kai Lennox', 'Laurel Holloman', 'Jason Andrews', 'Robert Ridgely', ""Lil' Cinderella"", 'Greg Lauren', 'Tom Dorfmeister', 'Jason ""Jake"" Cross', 'Ricky Jay', 'Jack Wallace', 'Selwyn Emerson Miller', 'Jamielyn Lippman', 'Missy Spell Tanner', 'Raymond Laboriel', 'Melora Walters', 'Jon Brion', 'Brian Kehew', 'Robin Sharp', 'Audrey Wiechman', 'Tim Soronen', 'Michael Jace', 'Alexander D. Slanger', 'Tom Lenk', 'Lexi Leigh', 'Laura Gronewold', 'Thomas Jane', 'Vernon Guichard II', 'Tony Tedeschi', 'Leslie Redden', 'Gregory T. Daniel', 'Jonathan Quint', 'Michael Penn', 'Don Amendolia', 'Summer Cummings', 'Skye Blue', 'Robert Downey Sr.', 'Veronica Hart', 'Jack Riley', 'John Doe', 'Channon Roe', 'Mike Gunther', 'Michael Raye Smith', 'Michael S. Stencil', 'Dustin Courtney', 'Allan Graf', 'Jose Chaidez', 'B. Philly Johnson', 'Joe G.M. Chan', 'Goliath', 'Israel Juarbe', 'George Anthony Rae', 'Eric Winzenried', 'Sharon Ferrol-Young', 'Anne Fletcher', 'Scott Fowler', 'Melanie A. Gage', 'Eddie Garcia', 'Sebastian La Cause', 'Lance MacDonald', 'Diane Mizota', 'Nathan Prevost', 'Lisa Ratzin', 'Dee Dee Weathers', 'Darrel W. Wright', 'Michael Ballhaus', 'Greg Bronson', 'Grace Bustos', 'Jorga Caye', 'Tyrone D. Dixon', 'Theo Mayes', 'Coleman McClary', 'Jami Philbrick', 'Misty Tamburelli', 'Sean Welch']",['Paul Thomas Anderson']
97,Forrest Gump,8.8,"['drama', 'romance']","['Tom Hanks', 'Robin Wright', 'Gary Sinise', 'Mykelti Williamson', 'Sally Field', 'Michael Conner Humphreys', 'Hanna Hall', 'Haley Joel Osment', 'Siobhan Fallon Hogan', 'Afemo Omilami', 'Peter Dobson', 'Sonny Shroyer', 'George Kelly', 'Sam Anderson', 'Margo Moorer', 'Christopher Jones', 'Kevin Mangan', 'Brett Rice', 'Daniel C. Striepeke', 'David Brisbin', 'Kirk Ward', 'Marlena Smalls', 'Kitty K. Green', 'Mark Matheisen', 'Al Harrington', 'Joe Washington', 'Jed Gillin', 'Don Fischer', 'Matt Wallace', 'Mike Jolly', 'Michael Kemmerling', 'John Voldstad', 'Daniel J. Gillooly', 'Michael Burgess', 'Steven Griffith', 'Michael McFall', 'Byron Minns', 'Steve DeRelian', 'Bonnie Ann Burgess', 'Stephen Bridgewater', 'John William Galt', 'Isabel Rose', ""Richard D'Alessandro"", 'Kevin Davis', 'Michael Jace', 'Geoffrey Blake', 'Vanessa Roth', 'Emily Carey', 'Dick Cavett', 'Tiffany Salerno', 'Marla Sucharetza', 'Joe Alaskey', 'Lazarus Jackson', 'Matt Rebenkoff', 'Nora Dunfee', ""Hallie D'Amore"", 'Michael Mattison', 'Charles Boswell', 'Timothy McNeil', 'Bob Penny', 'Greg Brown', 'Troy Christian', 'Bryan Hanna', 'Zach Hanner', 'Aaron Michael Lacey', 'Jacqueline Lovell', 'Brendan Shanahan', 'William Shipman', 'Robb Skyler', 'Mary Ellen Trainor', 'Kurt Russell', 'Jeffrey Winner', 'Bob Harks', 'W. Benson Terry', 'Tyler Long', 'Jim Hanks', 'Michael Oliver', 'John Worsham']",['Robert Zemeckis']
98,Snatch,8.3,"['crime', 'comedy']","['Benicio del Toro', 'Dennis Farina', 'Vinnie Jones', 'Brad Pitt', 'Rade Šerbedžija', 'Jason Statham', 'Jason Flemyng', 'Stephen Graham', 'Alan Ford', 'Mike Reid', 'Robbie Gee', 'Lennie James', 'Ewen Bremner', 'Ade', 'Andy Beckwith', 'Charles Cork', 'Sorcha Cusack', 'Dave Legeno', 'Trevor Steedman', 'Yuri Stepanov', 'Velibor Topic', 'Liam McMahon', 'Tim Faraday', ""Elwin 'Chopper' David"", 'William Beck', 'Sam Douglas', 'Adam Fogerty', 'Eric Meyers', 'Nicola Collins', 'Teena Collins', 'James Cunningham', 'Mickey Dee', 'Goldie', 'Sid Hoare', 'Chuck Julian', ""Paul O'Boyle"", 'Jimmy Roussounis', 'Peter Szakacs', 'John Taheny', 'Mick Theo', 'Andy Till', 'Michael Hughes', 'James Warren', 'Austin Drage', 'Liam Donaghy', 'Guy Ritchie', 'Alex Andreas', 'Dian Bachar', 'Sol Campbell', 'Tom Delmar', 'Christopher Fosh', 'John Hathaway', 'Arnold Montey', 'Tim Packham', 'Peter Rnic']",['Guy Ritchie']
99,The Talented Mr. Ripley,7.4,"['thriller', 'drama', 'crime']","['Matt Damon', 'Gwyneth Paltrow', 'Jude Law', 'Cate Blanchett', 'Philip Seymour Hoffman', 'Jack Davenport', 'James Rebhorn', 'Sergio Rubini', 'Philip Baker Hall', 'Celia Weston', 'Fiorello', 'Stefania Rocca', 'Ivano Marescotti', 'Anna Longhi', 'Alessandro Fabrizi', 'Lisa Eichhorn', 'Gretchen Egolf', 'Jack Willis', 'Frederick Alexander Bosche', 'Dario Bergesio', 'Larry Kaplan', 'Claire Hardwick', 'Antonio Prester', 'Lorenzo Mancuso', 'Onofrio Mancuso', 'Massimo Reale', 'Emanuele Carucci Viterbi', 'Caterina Deregibus', 'Silvana Bosi', 'Gianfranco Barra', 'Renato Scarpa', 'Deirdre Lovejoy', 'Brian Tarantina', 'Guy Barker', 'Bernardo Sassetti', 'Perico Sambeat', 'Gene Calderazzo', 'Joseph Lepore', 'Rosario Giuliuni', 'Eddy Palerno', 'Byron Wallen', 'Pete King', 'Clark Tracey', 'Jean Toussaint', 'Geoff Gascoyne', 'Carlo Negroni', 'Beppe Fiorello', 'Marco Quaglia', 'Alessandra Vanzi', 'Marco Rossi', 'Roberto Valentini', 'Francesco Bovino', 'Stefano Canettieri', 'Marco Foti', 'Ludovica Tinghi', 'Nicola Pannelli', 'Paolo Calabresi', 'Pietro Ragusa', 'Simone Empler', 'Gianluca Secci', 'Manuel Ruffini', 'Pierpaolo Lovino', 'Roberto Di Palma', 'Dominic Fumusa']",['Anthony Minghella']
100,One Piece,8.8,"['animation', 'action', 'comedy', 'drama', 'fantasy']","['Mayumi Tanaka', 'Kazuya Nakai', 'Akemi Okamura', 'Kappei Yamaguchi', 'Hiroaki Hirata', 'Yuriko Yamaguchi', 'Ikue Otani', 'Kazuki Yao', 'Cho', 'Katsuhisa Hôki', 'Tesshou Genda']",
101,The Challenge,7.8,"['reality', 'comedy', 'drama', 'scifi']",['T.J. Lavin'],
102,Titanic,7.9,"['drama', 'romance']","['Kate Winslet', 'Leonardo DiCaprio', 'Billy Zane', 'Gloria Stuart', 'Kathy Bates', 'Frances Fisher', 'Bill Paxton', 'Bernard Hill', 'David Warner', 'Victor Garber', 'Jonathan Hyde', 'Lewis Abernathy', 'Suzy Amis', 'Nicholas Cascone', 'Danny Nucci', 'Jason Barry', 'Lew Palter', 'Eric Braeden', 'Ewan Stewart', 'Bernard Fox', 'Ioan Gruffudd', 'Jonny Phillips', 'Edward Fletcher', 'Scott G. Anderson', 'Martin East', 'Gregory Cooke', 'Alexandrea Owens', 'Seth Adkins', 'Michael Ensign', 'Anatoly M. Sagalevitch', 'Martin Hub', 'Mark Lindsay Chapman', 'Richard Graham', 'Paul Brightwell', 'Craig Kelly', 'Ron Donachie', 'Charlotte Chatton', 'Fannie Brett', 'Jenette Goldstein', 'Camilla Overbye Roos', 'Linda Kerns', 'Amy Gaipa', 'Martin Jarvis', 'Rosalind Ayres', 'Rochelle Rose', 'Jonathan Evans-Jones', 'Rocky Taylor', 'Liam Tuohy', 'Simon Crane', 'James Lancaster', 'Elsa Raven', 'Reece P. Thompson III', 'Laramie Landis', 'Mark Rafael Truitt', 'John Walcutt', 'Terry Forrestal', 'Derek Lea', 'Richard Ashton', 'Sean Nepita', 'Brendan Connolly', 'David Cronnelly', 'Garth Wilton', 'Richard Fox', 'Nick Meaney', 'Kevin Owers', 'Mark Capri', 'Marc Cass', 'Paul Herbert', 'Emmett James', 'Chris Byrne', 'Oliver Page', 'James Garrett', 'Erik Holland', 'Jari Kinnunen', 'Anders Falk', 'Barry Dennen', 'Vern Urich', 'Rebecca Klingler', ""Tricia O'Neil"", 'Kathleen S. Dunn', 'Romeo Francis', 'Mandana Marino', 'Van Ling', 'Bjørn Olsen', 'Dan Pettersson', 'Shay Duffin', 'Greg Ellis', 'Diana Morgan', 'Kris Andersson', 'Bobbie Bates', 'Aaron James Cash', 'Anne Fletcher', 'Edmond Alan Forsyth', 'Andie Hicks', 'Scott Hislop', 'Stan Mazin', 'Lisa Ratzin', 'Julene Renee', 'Brian Walsh', 'Alexandra Boyd', 'James Cameron', 'Mike Butters', 'Bruno Campolo', 'Kevin De La Noy', 'Tony Kenny', 'Sean Lawlor', 'Don Lynch', 'Johnny Martin', 'Ryan McClurkin', 'Meghan McLeod', ""Mike O'Neal"", 'Phil Parlapiano', 'Steven Quale', 'R. Gern Trowbridge', 'Olivia Rosewood', 'John Slade', 'Brian McDermott']",['James Cameron']
103,Cowboy Bebop,8.9,"['animation', 'action', 'scifi', 'western', 'comedy', 'drama', 'thriller']","['Koichi Yamadera', 'Unsho Ishizuka', 'Megumi Hayashibara', 'Aoi Tada']",
104,Starship Troopers,7.3,"['scifi', 'action', 'thriller']","['Casper Van Dien', 'Dina Meyer', 'Denise Richards', 'Jake Busey', 'Neil Patrick Harris', 'Clancy Brown', 'Michael Ironside', 'Patrick Muldoon', 'Seth Gilliam', 'Rue McClanahan', 'Blake Lindsley', 'Steven Ford', 'Ungela Brockman', 'Bruce Gray', 'Denise Dowse', 'Amy Smart', 'Tami-Adrian George', 'Julianna McCarthy', 'Dale Dye', 'Dean Norris', 'Marshall Bell', 'Eric Bruskotter', 'Matt Levin', 'Anthony Ruivivar', 'Brenda Strong', 'Christopher Curry', 'Lenore Kasdorf', 'Teo', 'Curnal Achilles Aulisio', 'Greg Travis', 'John Cunningham', 'Timothy McNeil', 'Robert David Hall', 'Brad Kane', 'Timothy Omundson', 'Patrick Bishop', 'Hunter Bodine', 'Travis Lowen', 'Patrick Wolff', 'Mara Duronslet', 'Tyrone Tann', 'Eric DaRe', 'Stephanie Erb', 'Austin Sanderford', 'Rhiannon Vigil', 'Mylin Brooks', 'Armand Darrius', 'Kai Lennox', 'Edward Neumeier', 'Brooke Morales', 'Julie Pinson', 'Mary Ann Schmidt', 'Aaron Stielstra', 'Mike Stokey']",['Paul Verhoeven']
