,title,imdb_score,genres,actors,directors
4728,How To Build a Sex Room,5.3,['reality'],,
4729,"BASTARD‼ -Heavy Metal, Dark Fantasy-",6.7,"['animation', 'action', 'scifi', 'comedy', 'fantasy']","['Kisho Taniyama', 'Tomori Kusunoki', 'Hiroki Yasumoto', 'Yoko Hikasa', 'Kanae Ito', 'Tomokazu Sugita', 'Kensho Ono', 'Nao Toyama']",
4730,The Longest Night,5.8,"['action', 'crime', 'drama', 'thriller']","['Lucía Díez', 'Alberto Ammann', 'Luis Callejo', 'Bárbara Goenaga', 'José Luis García Pérez', 'Roberto Álamo', 'Daniel Albaladejo', 'Cecilia Freire', 'Xavier Deive', 'Sabela Arán', 'Laia Manzanares', 'Fran Berenguer', 'Adolfo Fernández', 'Jean Cruz', 'César Mateo', 'David Solans']",['Óscar Pedraza']
4731,You Don't Know Me,6.9,"['drama', 'crime']","['Sam Adewunmi', 'Sophie Wilde', 'Bukky Bakray', 'Roger Jean Nsengiyumva', 'Yetunde Oduwole', 'Tuwaine Barrett', 'Badria Timimi', 'Duayne Boachie', 'Michael Balogun']",
4732,Blasted,4.8,"['action', 'comedy', 'scifi']","['Axel Bøyum', 'Fredrik Skogsrud', 'André Sørum', 'Ingrid Bolsø Berdal', 'Evelyn Rasmussen Osazuwa', 'Eirik Hallert', 'Cecilie Svendsen', 'Henrik Plau', 'Jeppe Beck Laursen', 'Ingar Helge Gimle', 'Kim Jøran Olsen', 'Jo Adrian Haavind', 'Trond Halbo', 'Trine Wiggen', 'Emil Lystvedt Berntsen', 'Morten B. Olaussen']",['Martin Sofiedal']
4733,First Kill,6.4,"['thriller', 'drama', 'fantasy', 'horror']","['Sarah Catherine Hook', 'Imani Lewis', 'Elizabeth Mitchell', 'Aubin Wise', 'Gracie Dzienny', 'Jason R. Moore', 'Will Swenson', 'Dylan McNamara', 'Dominic Goodman', 'Phillip Mullings Jr.', 'Jonas Dylan Allen', 'Mk Xyz', 'Mikala Gibson', 'Rachael Thompson', 'Roberto Mendez', 'Gail Soltys', 'Joseph D. Reitman', 'Walnette Marie Santiago']",
4734,"Hello, Goodbye, and Everything in Between",4.9,"['drama', 'comedy', 'romance']","['Talia Ryder', 'Jordan Fisher', 'Ayo Edebiri', 'Nico Hiraga', 'Eva Day', 'Julia Benson', 'Dalias Blake', 'Jennifer Robertson', 'Patrick Sabongui', 'Djouliet Amara', 'David Lennon', 'Sarah Grey', 'Sarah Hayward', 'Geoff Gustafson', 'Emily Haine', 'Nicco Del Rio', 'Flossie McKnight', 'Danny Wattley', 'Kyle Clark', 'Paula Potosky', 'Camille Poliquin', 'Laurence Lafond-Beaulne']",['Michael Lewen']
4735,Queen,7.1,['drama'],"['Andrzej Seweryn', 'Maria Peszek', 'Julia Chętnicka', 'Antoni Porowski', 'Henryk Niebudek']",['Łukasz Kośmicki']
4736,King of Stonks,6.0,"['comedy', 'drama', 'thriller']","['Wilson Gonzalez Ochsenknecht', 'Thomas Schubert', 'Matthias Brandt', 'Larissa Sirah Herden', 'Maryam Zaree', 'Jasin Challah', 'Andreas Döhler', 'Eva Löbau', 'Thomas Perkins', 'Johanna Orsini-Rosenberg', 'Julian Sark', 'Felicia Chin-Malenski', 'Kais Setti', 'Mehmet Ali Salman', 'Miriam Fiordeponti', 'Birgit Linauer', 'Reinhold G. Moritz', 'Jean-Luc Bubert', 'Bibiana Beglau', 'Uschi Glas', 'Christian Tramitz', 'Sophia Burtscher', 'Altine Emini', 'Thekla Viloo Fliesberg', 'Benjamin Höppner', 'Rouven Israel', 'Ricarda Seifried']",
4737,Alba,6.2,['drama'],"['Elena Rivera', 'Adriana Ozores', 'Álvaro Rico', 'Tito Valverde', 'Pol Hermoso', 'Eric Masip', 'Jason Fernández', 'Bea Segura', 'Miquel Fernández', 'Jorge Silvestre', 'Tito Fernández', 'Pepa Gracia', 'Caterina Mengs', 'Candela Cruz', 'Antonio Gil', 'Jordi Ballester', 'Luis Iglesia', 'Franky Martín', 'Mario Santos']",
4738,Interceptor,4.5,"['thriller', 'action', 'drama']","['Elsa Pataky', 'Luke Bracey', 'Aaron Glenane', 'Belinda Jombwe', 'Mayen Mehta', 'Paul Caesar', 'Marcus Johnson', 'Rhys Muldoon', 'Colin Friels', 'Zoe Carides', 'Ingrid Kleinig', 'Steve Morris', 'Dariusz Paczyński', 'Mark Dessaix', 'Cristian Saliadarre', 'Chris Hemsworth']",['Matthew Reilly']
4739,Alchemy of Souls,8.6,"['drama', 'action', 'thriller', 'scifi', 'comedy', 'fantasy', 'romance']","['Lee Jae-wook', 'Jung So-min', 'Minhyun', 'Yu Jun-sang', 'Shin Seung-ho', 'Oh Na-ra', 'Jo Jae-yoon', 'Yoo In-soo', 'Arin', 'Park Eun-hye', 'Lee Do-gyeong']",['Park Joon-hwa']
4740,The Pentaverate,6.1,['comedy'],"['Mike Myers', 'Ken Jeong', 'Keegan-Michael Key', 'Debi Mazar', 'Richard McCabe', 'Jennifer Saunders', 'Lydia West', 'Jeremy Irons', 'Rob Lowe', 'Gregory Hoyt', 'Phill Martin', 'Daniel Booroff', 'Tanya Moodie', 'Maria Menounos']",['Tim Kirkby']
4741,Murderville,6.8,"['comedy', 'crime']","['Will Arnett', 'Haneefah Wood', 'Lilan Bowden', 'Phillip Smithey']",
4742,Vikings: Valhalla,7.1,"['war', 'action', 'drama', 'history', 'romance']","['Sam Corlett', 'Frida Gustavsson', 'Leo Suter', 'Bradley Freegard', 'Jóhannes Haukur Jóhannesson', 'Caroline Henderson', 'Laura Berlin', 'David Oakes']",
4743,The Lost Daughter,6.7,['drama'],"['Olivia Colman', 'Dakota Johnson', 'Jessie Buckley', 'Paul Mescal', 'Ed Harris', 'Dagmara Dominczyk', 'Jack Farthing', 'Peter Sarsgaard', 'Oliver Jackson-Cohen', 'Panos Koronis', 'Robyn Elwell', 'Ellie Mae Blake', 'Athena Martin Anderson', 'Alexandros Mylonas', 'Alba Rohrwacher', 'Nikos Poursanidis', 'Konstantinos Samaa', 'Emmanouela Zacharopoulou', 'Alma Stansil', 'Daniela Babek', 'Ellie James', 'Isabelle Della-Porta', 'Vassilis Koukalani', 'Spyros Maragoudakis']",['Maggie Gyllenhaal']
4745,Shadow and Bone,7.6,"['scifi', 'drama', 'fantasy', 'action']","['Jessie Mei Li', 'Archie Renaux', 'Freddy Carter', 'Amita Suman', 'Kit Young', 'Ben Barnes']",
4746,Kung Fu Panda: The Dragon Knight,5.9,"['action', 'animation', 'family', 'fantasy', 'comedy']","['Jack Black', 'Rita Ora', 'Chris Geere', 'Della Saba']",
4747,"tick, tick... BOOM!",7.5,['drama'],"['Andrew Garfield', 'Alexandra Shipp', 'Robin de Jesús', 'Vanessa Hudgens', 'Joshua Henry', 'Jonathan Marc Sherman', 'MJ Rodriguez', 'Ben Levi Ross', 'Judith Light', 'Bradley Whitford', 'Laura Benanti', 'Danielle Ferland', 'Micaela Diamond', 'Utkarsh Ambudkar', 'Gizel Jimenez', 'Kate Rockwell', 'Aneesa Folds', 'Joel Perez', 'Anna A. Louizos', 'Robyn Goodman', 'Judy Kuhn', 'Danny Burstein', 'Lauren Marcus', 'Richard Kind', 'Tariq Trotter', 'Kenita R. Miller', 'Eddy Lee', 'Jared Loftin', 'Ryan Vasquez', 'Joanna Adler', 'Sheila Tapia', 'Ricardo Zayas', 'Travis Patton', 'Christopher Jackson', 'Jelani Alladin', 'Andrew Bancroft', 'Chris Sullivan', 'Luis A. Miranda Jr.', 'Kelly Watson', 'Chuck Cooper', 'André De Shields', 'Renée Elise Goldsberry', 'Joel Grey', 'Wilson Jermaine Heredia', 'Beth Malone', 'Howard McGillin', 'Brian Stokes Mitchell', 'Bebe Neuwirth', 'Adam Pascal', 'Bernadette Peters', 'Phylicia Rashād', 'Chita Rivera', 'Daphne Rubin-Vega', 'Phillipa Soo', 'Chad Beguelin', 'Nick Blaemire', 'Eli Bolin', 'Jason Robert Brown', 'Eisa Davis', 'Amanda Green', 'Quiara Alegría Hudes', 'Joe Iconis', 'Tom Kitt', 'Alex Lacamoire', 'Steven Levenson', 'Jaime Lozano', 'Dave Malloy', 'Matthew McCollum', 'Grace McLean', 'Helen Park', 'Stephen Schwartz', 'Marc Shaiman', 'Matthew Sklar', 'Georgia Stitt', 'Shaina Taub', 'Jeanine Tesori', 'Stephen Trask', 'Sean McDaniel', 'Victoria Theodore', 'Bryndon Cook', 'Debbie Tjong', 'Charles Conforti', 'Derrick Delgado', 'Mason Versaw', 'Javiel Sellas', 'Barbara Ames', 'James C. Nicola', 'Roger Bart', 'Emily Juean Stillings', 'Jennifer Laroche', 'Lauren Yalango-Grant', 'Ayo Janeen Jackson', 'Lucy Struever', 'Stephanie Crousillat', 'Gaby Diaz', 'Ilia Jessica Castro', 'Marie Rose Baramoski', ""Keisha 'Sparkle' Hughes"", 'Lane Napper', 'Kyle McIntire', 'Sean Ryan', 'Christopher Grant', 'Austin Goodwin', 'Carlos Gonzalez', 'Callan Bergmann', 'Kyle Richard Robinson', 'Erin N. Moore', 'Taeler Cyrus', 'Spencer Clark', 'Ehizoje Azike', 'Chloe N. Crade', 'Maira Barriga Toyama', 'Christine Seinicki', 'Purdie Baumann', 'Erin Monteleone', 'Noah Lentini', 'Jacob Patrick Wasson', 'Adriel Flete', 'Dwany Guzman', 'Victoria Caban', 'Melody Rose', 'Alexia Belrose', 'Lin-Manuel Miranda', 'Stephen Sondheim', 'Ken Holmes', 'Jonathan Larson']",['Lin-Manuel Miranda']
4748,"Web of Make Believe: Death, Lies and the Internet",6.1,"['crime', 'documentation']",,
4749,The Woman in the House Across the Street from the Girl in the Window,6.3,"['thriller', 'crime', 'drama', 'comedy']","['Kristen Bell', 'Tom Riley']",['Michael Lehmann']
4750,Red Notice,6.3,"['thriller', 'action', 'comedy', 'crime']","['Dwayne Johnson', 'Ryan Reynolds', 'Gal Gadot', 'Ritu Arya', 'Chris Diamantopoulos', 'Ivan Mbakop', 'Vincenzo Amato', 'Rafael Petardi', 'Seth Michaels', 'Sebastien Large', 'Guy Nardulli', 'Andrew Hunter', 'George Tsai', 'Rawson Marshall Thurber', 'Anthony Belevtsov', 'Daniel Bernhardt', 'Yosef Podolski', 'Alexander Perkins', 'Joseph A. Garcia', 'Nathan Theis', 'Gonzalo Escudero', 'Tom Choi', 'Nick Arapoglou', 'Robert Clotworthy', 'Martin Harris', 'Ethan Herschenfeld', 'Ed Sheeran', 'Steve Eifert']",['Rawson Marshall Thurber']
4751,Café Minamdang,7.0,"['drama', 'comedy', 'crime', 'thriller']","['Seo In-guk', 'Oh Yeon-seo', 'Kwak Si-yang', 'Jeong Man-sik', 'Kang Mi-na', 'Kwon Soo-hyun']",['Ko Jae-hyun']
4752,The Future Of,4.7,['documentation'],['Jurnee Smollett'],
4753,Archive 81,7.3,"['drama', 'scifi', 'horror', 'thriller']","['Mamoudou Athie', 'Dina Shihabi', 'Evan Jonigkeit', 'Martin Donovan', 'Matt McGorry', 'Julia Chan', 'Ariana Neal']",
4754,Stay Close,6.9,"['crime', 'drama', 'thriller']","['Cush Jumbo', 'James Nesbitt', 'Richard Armitage', 'Sarah Parish', 'Daniel Francis', 'Bethany Antonia', 'Poppy Gilbert', 'Jo Joyner', 'Youssef Kerkour']",
4755,Pirate Gold of Adak Island,4.6,['reality'],"['Dr M Jackson', 'Brian Weed', 'Jay Toomoth', 'Burke Mitchell', 'Thom Spitler', 'Jeff Wilburn']",
4756,All of Us Are Dead,7.5,"['action', 'drama', 'scifi', 'horror', 'thriller', 'fantasy']","['Park Ji-hu', 'Yoon Chan-young', 'Cho Yi-hyun', 'Lomon', 'Yoo In-soo', 'Lee You-mi', 'Kim Byung-chul', 'Lee Kyoo-hyung', 'Jeon Bae-soo']","['JQ Lee', 'Kim Nam-soo']"
4757,Our Great National Parks,7.9,['documentation'],['Barack Obama'],
4758,Resident Evil: Infinite Darkness,5.8,"['scifi', 'animation', 'drama', 'action', 'horror']","['Nick Apostolides', 'Stephanie Panisello', 'Jona Xiao', 'Ray Chase', 'Brad Venable', 'Doug Stone']",
4760,My Daughter's Killer,6.9,"['documentation', 'crime']",,['Antoine Tassin']
4761,Love & Gelato,5.1,"['romance', 'comedy', 'drama']","['Susanna Skaggs', 'Tobia De Angelis', 'Owen McDonnell', 'Valentina Lodovini', 'Saul Nanni', 'Anjelika Washington', 'Alex Boniello', 'Luca Seta', 'Claudia Stecher', 'Tera Hendrickson', 'Marie-France Arcilla', 'Cristiano Piacenti', 'Jacopo Relucenti', 'Antonio Landi', 'Jo Michelle Favaro']",['Brandon Camp']
4762,Apollo 10½:  A Space Age Childhood,7.3,"['animation', 'scifi', 'action', 'comedy', 'romance', 'family', 'horror', 'drama']","['Milo Coy', 'Jack Black', 'Zachary Levi', 'Glen Powell', 'Josh Wiggins', 'Lee Eddy', 'Bill Wise', ""Natalie L'Amoreaux"", 'Jessica Brynn Cohen', 'Sam Chipman', 'Danielle Guilbot', 'Larry Jack Dotson', 'Mona Lee Fultz', 'Jennifer Griffin', 'Holt Boggs', 'Reese Armstrong', 'Samuel Davis', 'Nick Stevenson', 'Brian Villalobos', 'David DeLao', 'Avery Joy Davis', 'Christian Moran', 'Nicholas Andrew Rice', 'Keslee Blalock', 'John Kaler', 'Gedeon Bring', 'Brent A. Riggs', 'P. Michael Hayes II', 'Michael Garza', 'Joey Garza', 'Wyatt Lindner', 'Andrew N Sears', 'Flint Nattinger', 'Brady Samman', 'Dustin Johnson', 'Natalie Joy', 'Suzanne Deal Booth', 'Chris Olson', 'William Carroll', 'Walter Cronkite', 'John F. Kennedy', 'Richard Nixon', 'Neil Armstrong', 'Buzz Aldrin', 'Janis Joplin']",['Richard Linklater']
4763,The Alpinist,8.0,['documentation'],"['Marc-André Leclerc', 'Brette Harrington', 'Alex Honnold', 'Reinhold Messner', 'Barry Blanchard', 'Michelle Kuipers']","['Nick Rosen', 'Peter Mortimer']"
4764,Attack on Pearl Harbor: Minute by Minute,7.5,"['documentation', 'history']",['Russell Boulter'],['Stan Griffin']
4765,The Mitchells vs. the Machines,7.6,"['comedy', 'family', 'scifi', 'animation']","['Abbi Jacobson', 'Danny McBride', 'Maya Rudolph', 'Olivia Colman', 'Michael Rianda', 'Eric André', 'Fred Armisen', 'Beck Bennett', 'Chrissy Teigen', 'John Legend', 'Charlyne Yi', ""Conan O'Brien"", 'Melissa Sturm', 'Doug Nicholas', 'Ellen Wightman', 'Sasheer Zamata', 'Elle Mills', 'Alex Hirsch', 'Jay Pharoah', 'Natalie Canizares', 'Jeff Rowe', 'Zeno Robinson', 'Grey DeLisle', 'Will Allegra', 'Alison Rich', 'Madeleine McGraw', 'Doug the Pug', 'Griffin McElroy', 'Lex Lang', 'Illya Owens', 'Ashley Peldon', 'Michelle Ruff', 'Justin Shenkarow', 'Jim Pirri', 'Juan Pacheco', 'Lisa Wilhoit', 'Andrew Morgado', 'Blake Griffin']",['Michael Rianda']
4766,Juanpis González - The Series,6.8,"['comedy', 'drama']","['Alejandro Riaño', 'Carolina Gaitán', 'Julián Caicedo']",
4767,Borgen - Power & Glory,8.2,"['drama', 'war']","['Sidse Babett Knudsen', 'Birgitte Hjort Sørensen', 'Søren Malling', 'Peter Mygind', 'Mikael Birkkjær', 'Lisbeth Wulff', 'Lars Mikkelsen', 'Emil Poulsen', 'Freja Riemann', 'Mikkel Boe Følsgaard', 'Angunnguaq Larsen']",
4768,Spriggan,7.0,"['animation', 'action', 'war', 'scifi', 'drama', 'thriller']","['Chiaki Kobayashi', 'Yohei Azakami', 'Kenji Hamada', 'Mariya Ise', 'Yoshimasa Hosoya', 'Ken Narita', 'Ayumu Murase', 'Ryota Takeuchi', 'Tetsu Inada', 'Akio Otsuka', 'Takehito Koyasu', 'Mitsuho Kambe', 'Saori Hayami', 'Takayuki Sugo']",
4769,Sweet Tooth,7.8,"['drama', 'scifi', 'fantasy', 'action']","['Christian Convery', 'Nonso Anozie', 'Adeel Akhtar', 'Stefania LaVie Owen', 'Dania Ramirez', 'Aliza Vellani', 'James Brolin']",
4770,The Harder They Fall,6.5,"['action', 'drama', 'western']","['Jonathan Majors', 'Idris Elba', 'Regina King', 'Zazie Beetz', 'Delroy Lindo', 'Danielle Deadwyler', 'Lakeith Stanfield', 'Edi Gathegi', 'RJ Cyler', 'Deon Cole', 'Julio Cedillo', 'Damon Wayans Jr.', 'Woody McClain', 'Jacobi Howard', 'Tait Fletcher', 'Dylan Kenin', 'Andria B Langston', 'Ernest Marsh', 'Chanel Mack', 'Tracy Obonna', 'Howard Ferguson Jr.', 'Bonita King', 'Mickey Dolan', 'Michael Beach', 'DeWanda Wise', 'Chase W. Dillon', 'Marissa Freeman', 'Sadiqua Bynum', 'Zacciah Hanson', 'DyNiesha Lysette Whitfield', 'David Hight', 'Stephanie Hill', 'Vic Browder', 'Ivan Lee Holmes', 'Michael E. Stogner', 'Angie Jenkins', 'Steve Corona', 'Peyton Jackson', 'J. Nathan Simmons', 'Terrence Clowe', 'Manny Rubio', 'Nicholas G. Sims', 'Aahkilah Cornelius', 'Mark Rhino Smith']",['Jeymes Samuel']
4771,Major,9.1,"['action', 'drama']","['Adivi Sesh', 'Sobhita Dhulipala', 'Saiee Manjrekar', 'Prakash Raj', 'Murali Sharma', 'Revathi', 'Vinay Nallakadi', 'Anish Kuruvilla']",['Sashi Kiran Tikka']
4772,Behind Her Eyes,7.2,"['thriller', 'drama']","['Simona Brown', 'Eve Hewson', 'Tom Bateman', 'Robert Aramayo', 'Tyler Howitt', 'Georgie Glen', 'Lizzy McInnerny', 'Aaron Anthony', 'Aston McAuley', 'Charlotte Mills', 'Roshan Seth', 'Roger Ringrose', 'Nichola Burley']",
4774,Our Father,6.5,"['crime', 'documentation']","['Donald Cline', 'Jacoba Ballard', 'Angela Ganote', 'Kylene Gott', 'Julie Harmon', 'Jason Hyatt', 'Matt White', 'Heather Woock', 'Dianna Kiesler', 'Liz White', 'Keith Boyle', 'Leslie Koch Foumberg', 'Lea Roman', 'Simone-Elise Girard']",['Lucie Jourdan']
4775,All American: Homecoming,5.3,"['drama', 'sport']","['Rhoyle Ivy King', 'Camille Hyde', 'Peyton Alex Smith', 'Cory Hardrict', 'Geffri Maya Hightower', 'Kelly Jenrette', 'Sylvester Powell', 'Netta Walker', 'Mitchell Edwards']",
4776,Lupin,7.5,"['crime', 'drama', 'thriller', 'action', 'comedy']",['Omar Sy'],
4777,Windfall,5.7,"['crime', 'drama', 'thriller']","['Jason Segel', 'Lily Collins', 'Jesse Plemons', 'Omar Leyva']",['Charlie McDowell']
4778,Meltdown: Three Mile Island,6.9,"['documentation', 'history']","['Rick Parks', 'Nicole Remsburg', 'Joyce Corradi', 'Paula Kinney', 'Eric Epstein', 'Lake H. Barrett']",
4779,The Upshaws,6.8,"['family', 'comedy']","['Mike Epps', 'Kim Fields', 'Wanda Sykes', 'Gabrielle Dennis', 'Journey Christine', 'Jermelle Simon', 'Page Kennedy']",
4780,Senior Year,5.5,"['comedy', 'drama']","['Rebel Wilson', 'Justin Hartley', 'Angourie Rice', 'Sam Richardson', 'Zoe Chao', 'Mary Holland', 'Chris Parnell', 'Alicia Silverstone', 'Brandon Scott Jones', 'Jeremy Ray Taylor', 'Michael Cimino', 'Tyler Barnhardt', 'Molly Brown', 'Jul Kohler', 'Alex D. Jennings', 'Avantika Vandanapu', 'Tiffany Denise Hobbs', 'Lucy Taylor', 'Sophie Pittman', 'Joshua Colley', 'Tyriq Withers', 'Wes Jetton', 'Erica Charleston', 'Jade Bender', 'Daphne Matthews', 'Molly Cravens', 'Merrick McCartha', 'Ana Yi Puig', 'Zaire Adams', 'Grayson Brooke', 'Jerome Beazer', 'Natalie Ruth Davis', 'Vee Bhakta', 'Allie Nicole Szatmary', 'Stephen Shutters', 'Steve Aoki']",['Alex Hardcastle']
4781,Clark,7.4,"['thriller', 'action', 'comedy', 'crime', 'drama']","['Bill Skarsgård', 'Kolbjörn Skarsgård', 'Lukas Wetterberg', 'Vilhelm Blomgren', 'Sandra Ilar', 'Peter Viitanen', 'Hanna Björn', 'Malin Levanon', 'Adam Lundgren', 'Christoffer Nordenrot', 'Sofie Hoflack', 'Emil Algpeus', 'Claes Malmberg', 'Isabelle Grill']",
4782,Farzar,5.3,"['scifi', 'animation', 'action', 'comedy']","['Lance Reddick', 'Dana Snyder', 'David Kaye', 'Jerry Minor', 'Kari Wahlgren', 'Grey DeLisle']",
4783,Texas Chainsaw Massacre,4.8,"['horror', 'thriller', 'crime']","['Sarah Yarkin', 'Elsie Fisher', 'Mark Burnham', 'Jacob Latimore', 'Moe Dunford', 'Olwen Fouéré', 'Jessica Allain', 'Nell Hudson', 'Alice Krige', 'William Hope', 'Jolyon Coy', 'Sam Douglas', 'John Larroquette']",['David Blue Garcia']
4784,The Guilty,6.3,"['drama', 'thriller', 'action', 'crime']","['Jake Gyllenhaal', 'Ethan Hawke', 'Riley Keough', 'Peter Sarsgaard', 'Christina Vidal', 'Paul Dano', 'Eli Goree', ""Da'Vine Joy Randolph"", 'David Castañeda', 'Adrian Martinez', 'Christiana Montoya', 'Gillian Zinser', 'Aileen Burdock', 'Bill Burr', 'Beau Knapp', 'Edi Patterson', 'Marlene Forte', 'Maurice Webster', 'Bret Eric Porter', 'Sal Lucio', 'Becky Wu', 'Terence J. Rotolo', 'Dillon Lane', 'Oscar Balderrama', 'Jaime FitzSimons', 'Jonathan Hunt']",['Antoine Fuqua']
4785,The Colony,5.3,"['scifi', 'thriller', 'action']","['Nora Arnezeder', 'Iain Glen', 'Sarah-Sofie Boussnina', 'Sope Dirisu', 'Sebastian Roché', 'Joel Basman', 'Cloé Albertine Heinrich', 'Bella Bading', 'Nicola Perot', 'Luna Mwezi', 'Hong Indira Rieck']",['Tim Fehlbaum']
4786,Pacific Rim: The Black,7.0,"['scifi', 'animation', 'action']","['Gideon Adlon', 'Calum Worthy', 'Victoria Grace', 'Andy McPhee']",
4787,Norm Macdonald: Nothing Special,7.6,"['comedy', 'documentation']","['Norm Macdonald', 'Dave Chappelle', 'David Letterman', ""Conan O'Brien"", 'Adam Sandler', 'Molly Shannon', 'David Spade']","['Jeff Tomsic', 'Norm Macdonald']"
4788,Inside Job,7.6,"['comedy', 'animation', 'fantasy', 'scifi']","['Lizzy Caplan', 'Clark Duke', 'Christian Slater', 'Brett Gelman', 'John DiMaggio', 'Tisha Campbell-Martin', 'Bobby Lee', 'Andrew Daly', 'Chris Diamantopoulos']",
4789,The Bubble,4.7,['comedy'],"['Karen Gillan', 'Iris Apatow', 'Fred Armisen', 'Maria Bakalova', 'Vir Das', 'David Duchovny', 'Samson Kayo', 'Keegan-Michael Key', 'Guz Khan', 'Leslie Mann', 'Kate McKinnon', 'Pedro Pascal', 'Peter Serafinowicz', 'Harry Trevaldwyn', 'Danielle Vitalis', 'Rob Delaney', 'Raphael Acloque', 'Chris Witaske', 'Galen Hopper', 'Ross Lee', 'Nick Kocher', 'Celeste Dring', 'Ben Ashenden', 'Alexander Owen', 'Audrina Woolrich', 'Grant Woolrich', 'Grant Fear', 'Maria Bamford', ""Katie O'Brien"", 'Daisy Ridley', 'John Lithgow', 'Austin Ku', 'John Cena', 'Beck', 'Donna Air', 'Ivy Wolk', 'James McAvoy', 'Kathryn Drysdale', 'Vivian Full', 'Chloé Delanney']",['Judd Apatow']
4790,Iron Chef: Quest for an Iron Legend,7.1,['reality'],"['Alton Brown', 'Kristen Kish']",
4791,First Class,2.8,['reality'],,
4792,Two Summers,6.8,"['thriller', 'drama']","['Louise Bergez', 'Marieke Anthoni', 'Vincent Van Sande', 'Inge Paulussen', 'Herwig Ilegems', 'An Miller', 'Sanne-Samina Hanssen', 'Tom Vermeir', 'Tijmen Govaerts', 'Tine Roggeman', 'Felix Meyer', 'Lukas Bulteel', 'Bjarne Devolder', 'Jennifer Heylen', 'Koen De Bouw', 'Verona Verbakel', 'Kevin Janssens', 'Ruth Becquart']",
4793,She Would Never Know,7.5,"['drama', 'romance']","['Won Jin-a', 'Rowoon', 'Lee Hyun-wook', 'Lee Joo-been', 'Lee Kyu-han', 'Wang Bit-na', 'Ha Yoon-kyung', 'Kang Hye-jin', 'Lee Dong-ha', 'Park So-yi', 'Lee Ji-hyeon', 'Ahn Se-ha', 'Kim Han-na', 'Yang Jo-a', 'Choi Woo-sung', 'Park Han-sol']",['Lee Dong-yoon']
4794,The Hand of God,7.4,['drama'],"['Filippo Scotti', 'Toni Servillo', 'Teresa Saponangelo', 'Luisa Ranieri', 'Marlon Joubert', 'Massimiliano Gallo', 'Betti Pedrazzi', 'Renato Carpentieri', 'Enzo De Caro', 'Sofya Gershevich', 'Lino Musella', 'Biagio Manna', 'Ciro Capano', 'Alessandro Bressanello', 'Birte Berg', 'Dora Romano', 'Monica Nappo', ""Cristiana Dell'Anna"", 'Alfonso Perugini', 'Marina Viro', 'Daniele Vicorito']",['Paolo Sorrentino']
4795,The Hidden Lives of Pets,7.4,['documentation'],['Hugh Bonneville'],
4797,For Jojo,4.2,"['comedy', 'drama']","['Caro Cult', 'Nina Gummich', 'Steven Sowah', 'Louis Nitsche', 'Susanne Bredehöft', 'Mohamed Elgendy', 'Sidsel Hindhede', 'Tom Lass', 'Kalle Perlmutter', 'Ahmed Shawky Shaheen', 'Anna Zander']",['Barbara Ott']
4798,The Unforgivable,7.1,"['drama', 'crime']","['Sandra Bullock', 'Viola Davis', ""Vincent D'Onofrio"", 'Jon Bernthal', 'Richard Thomas', 'Linda Emond', 'Aisling Franciosi', 'Emma Nelson', 'Will Pullen', 'Tom Guiry', 'Jessica McLeod', 'Rob Morgan', 'Andrew Francis', 'W. Earl Brown', 'Orlando Lucas', 'Jude Wilson', 'Paul Moniz de Sa', 'Craig March', 'Alistair Abell', 'Donavon Stinson', 'Patti Kim', 'William Belleau', 'Viv Leacock', 'Toby Hargrave', 'Bobbi Charlton', 'Carolyn Field', 'Joyanna Tonge', 'Michelle Choi-Lee', 'Angela Moore', 'Simon Chin', 'Cynthia Loewen', 'Sarah Kelley', 'Kelly-Ruth Mercier', 'Flossie McKnight', 'Julie Tao', 'Art Kitching', 'Aaron Pearl', 'Janet Walmsley']",['Nora Fingscheidt']
4799,Bad Vegan: Fame. Fraud. Fugitives.,5.8,"['documentation', 'crime']","['Sarma Melngailis', 'Allen Salkin', 'Ilze Melngailis', 'Bonnie Crocker', 'John Melngailis', 'Joey Repice', 'Nikki King Bennett', 'Jim Switzer', 'Jeffrey Chodorow', 'Andrew Elliot', 'Maiquen Saez-Vega', 'Nazim Seliakhov', 'Nick Ross', 'Anthony Caruana', 'Stacy Strangis', 'Dustin Hall', 'Ray Brown', 'Kevin Bush', 'Mark Other', 'Melissa Cagle', 'Sheila Tendy']",['Chris Smith']
4800,Cowboy Bebop,6.6,"['scifi', 'action', 'drama', 'fantasy', 'comedy', 'crime']","['John Cho', 'Mustafa Shakir', 'Daniella Pineda', 'Elena Satine', 'Alex Hassell']",
4801,The Cuphead Show!,7.4,"['animation', 'comedy', 'family', 'fantasy', 'action']","['Frank Todaro', 'Tru Valentino', 'Joe Hanna', 'Luke Millington-Drake']",
4802,Hellbound,6.6,"['scifi', 'horror', 'thriller', 'crime', 'drama', 'fantasy']","['Yoo Ah-in', 'Kim Hyun-joo', 'Park Jeong-min', 'Won Jin-a', 'Yang Ik-june', 'Kim Do-yoon', 'Kim Shin-rok', 'Ryu Kyung-soo', 'Lee Re']",['Yeon Sang-ho']
