title,country,release_year,rating,duration,description,year_added,month_added,year_month_added,imdb_score,genres,actors,directors
Ghost Whispers,Japan,2013,TV-14,56 min,"Freed of her responsibilities for the 501 Organization, Motoko must now learn how to take orders from Aramaki.",2019,February,"February, 2019",,,,
Ghulam-E-Musthafa,India,1997,TV-MA,161 min,"Giving up his life of crime for love, a gangster struggles with a moral dilemma when tragic events and enduring enemies take him back to the underworld.",2019,December,"December, 2019",,,,
Gie,Indonesia,2005,TV-14,141 min,Indonesian activist Soe Hok Gie experiences a political awakening during the tumultuous regimes of Suharto and Sukarno. Inspired by true events.,2018,September,"September, 2018",,,,
Gigi,United States,1958,G,115 min,Gigi's an avant-garde French waif being groomed as the fille de joie of affluent and handsome Gaston. Soon Gigi metamorphoses into a stunning beauty.,2019,November,"November, 2019",,,,
Ginger & Rosa,"United Kingdom, Denmark, Canada, Croatia",2012,PG-13,90 min,"With the Cold War looming over them, teen best pals Ginger and Rosa share everything in early 1960s London – until betrayal drives them apart.",2018,July,"July, 2018",,,,
"Girl, Boy, Bakla, Tomboy",Philippines,2013,TV-14,103 min,"Quadruplets separated as babies reunite in Manila when one needs a liver transplant, but long-held family resentments threaten to derail everything.",2019,February,"February, 2019",,,,
GLOW: The Story of the Gorgeous Ladies of Wrestling,United States,2012,NR,77 min,"This engaging documentary chronicles the 1980s phenomenon ""The Gorgeous Ladies of Wrestling,"" which elevated its female grapplers to star status.",2017,March,"March, 2017",,,,
Glowing Embers,,2010,TV-14,1 Season,"Amid Malaysia's charcoal industry, a woman deftly adapts to her environs as she juggles three men in her life: her husband, her lover and her friend.",2017,August,"August, 2017",,,,
God Bless the Broken Road,United States,2018,PG,111 min,"After a young mother is widowed by war, her faith is tested as she struggles to stay afloat financially and raise her daughter.",2019,February,"February, 2019",,,,
God Knows Where I Am,United States,2016,TV-PG,103 min,"Through diary entries, this documentary follows the life and death of homeless woman Linda Bishop and her struggles with starvation, sanity and God.",2018,October,"October, 2018",,,,
God of War,"China, Hong Kong",2017,NR,129 min,A maverick leader and a clever young general take on Japanese pirates amid bureaucratic intrigue in Ming Dynasty China.,2017,December,"December, 2017",,,,
God's Not Dead,United States,2014,PG,113 min,A spiritual college student clashes with an atheistic professor who insists that students will only pass his class by admitting that God is dead.,2020,April,"April, 2020",,,,
God's Not Dead: A Light in Darkness,United States,2018,PG,106 min,"After a fire breaks out at his church, a pastor faces a legal battle against university leaders who wish to push the congregation off the campus.",2018,December,"December, 2018",,,,
God's Own Country,United Kingdom,2017,TV-MA,105 min,"In Yorkshire, a withdrawn gay farmer begins a torrid affair with a Romanian migrant worker who shows him the depths of his capacity for affection.",2018,May,"May, 2018",,,,
Gol Maal,India,1979,TV-PG,137 min,"When circumstances at work compel Ram to pretend to have a twin, his lie works – until the boss wants his daughter to marry Ram’s fictitious brother.",2019,December,"December, 2019",,,,
Golden Time,Japan,2013,TV-Y,22 min,"In the 1980s, a recently discarded television set from the 1960s refuses to accept its fate and tries to break out of the junkyard.",2017,November,"November, 2017",,,,
GoldenEye,"United Kingdom, United States",1995,PG-13,130 min,"Pierce Brosnan takes his first turn as debonair secret agent James Bond, who investigates the destruction of a Russian satellite weapons base.",2019,December,"December, 2019",,,,
Goldie,United States,2019,TV-MA,89 min,"When a bold teen mounts a gritty pursuit to dance in a music video, she must also evade child services so she can keep her younger sisters together.",2020,June,"June, 2020",,,,
Goldie & Bear,United States,2017,TV-Y,2 Seasons,"Best pals Goldie and Bear, from ""Goldilocks and the Three Bears,"" join other characters from beloved stories for adventures in the Fairy Tale Forest.",2018,October,"October, 2018",,,,
Goldstone,Australia,2016,R,110 min,"In the Australian outback, an Indigenous cop on a missing persons case unearths a trafficking ring and runs afoul of political-industrial interests.",2018,December,"December, 2018",,,,
Golmaal: Fun Unlimited,India,2006,TV-14,148 min,"Between thwarting crooks and wooing the belle next door, four pranksters get in over their heads when they bamboozle their way into a couple’s bungalow.",2019,December,"December, 2019",,,,
Gomorrah,"Italy, Germany",2016,TV-MA,2 Seasons,"Mafia activity in Naples is at the center of this series, which focuses on internal struggles that follow after the head of a family is imprisoned.",2017,August,"August, 2017",,,,
Gone are the Days,United States,2018,R,100 min,"As a notorious outlaw comes to grips with his past, he reconnects with his estranged daughter and gets one more shot to make things right.",2019,January,"January, 2019",,,,
Gonul,Turkey,2015,TV-14,1 Season,"A nurse escapes from her surgeon fiancé after his ex reveals his dark secrets. She later finds love again, but a car accident changes everything.",2017,July,"July, 2017",,,,
Good Kids,United States,2016,R,90 min,Four overachieving friends spend the summer after finishing high school doing everything possible to enjoy the party life and ruin their reputations.,2017,January,"January, 2017",,,,
Good Kill,United States,2014,R,103 min,"As Tommy Egan pilots armed drones over Afghanistan from the safe comfort of Las Vegas, the remote nature of his work begins to raise moral questions.",2017,April,"April, 2017",,,,
Good Kisser,United States,2019,TV-MA,75 min,"Hoping to give their relationship a boost, Jenna and Kate arrange to spend an evening with a third woman, but things take a turn once the sparks fly.",2020,August,"August, 2020",,,,
Good Luck,Egypt,2012,TV-MA,99 min,"Seeking an apartment to share with his wife, an apolitical man starts to question his own modest goals as revolution swirls around him.",2019,June,"June, 2019",,,,
"Good Night, and Good Luck","United States, France, United Kingdom, Japan",2005,PG,93 min,Veteran television newsman Edward R. Murrow faces off against Sen. Joseph McCarthy and his crusade to quell the threat of communism in America.,2019,June,"June, 2019",,,,
Good People,"United States, United Kingdom, Denmark, Sweden",2014,R,90 min,A struggling couple can't believe their luck when they find a stash of money in the apartment of a neighbor who was recently murdered.,2017,September,"September, 2017",,,,
GoodFellas,United States,1990,R,145 min,Former mobster Henry Hill recounts his colorful yet violent rise and fall in a New York crime family – a high-rolling dream turned paranoid nightmare.,2021,January,"January, 2021",8.7,"['drama', 'crime']","['Ray Liotta', 'Robert De Niro', 'Joe Pesci', 'Lorraine Bracco', 'Paul Sorvino', 'Frank Sivero', 'Tony Darrow', 'Mike Starr', 'Frank Vincent', 'Chuck Low', 'Frank DiLeo', 'Henny Youngman', 'Gina Mastrogiacomo', 'Catherine Scorsese', 'Charles Scorsese', 'Suzanne Shepherd', 'Debi Mazar', 'Margo Winkler', 'Welker White', 'Jerry Vale', 'Julie Garfield', 'Christopher Serrone', 'Elaine Kagan', 'Beau Starr', 'Kevin Corrigan', 'Michael Imperioli', 'Robbie Vinton', 'Johnny Williams', 'Daniel P. Conte', 'Tony Conforti', 'Frank Pellegrino', 'Ronald Maccone', 'Tony Sirico', ""Joseph D'Onofrio"", 'Steve Forleo', 'Richard Dioguardi', 'Frank Adonis', 'John Manca', 'Joseph Bono', 'Katherine Wallach', 'Mark Evan Jacobs', 'Angela Pietropinto', 'Marianne Leone Cooper', 'Marie Michaels', 'LoNardo', 'Melissa Prophet', 'Illeana Douglas', 'Susan Varon', 'Elizabeth Whitcraft', 'Clem Caserta', 'Samuel L. Jackson', 'Fran McGee', 'Paul Herman', 'Edward McDonald', 'Edward Hayes', 'Gina Mattia', 'Joel Calendrillo', 'Anthony Valentin', 'Edward D. Murphy', 'Michael Citriniti', 'Peter Hock', 'Erasmus C. Alfano', 'John Di Benedetto', 'Manny Alfaro', 'Thomas Lowry', 'Margaret Smith', 'Richard Mullally', 'Frank Albanese', 'Paul McIsaac', 'Bob Golub', 'Louis Eppolito', 'Tony Lip', 'Mikey Black', 'Peter Cicale', 'Anthony Powers', 'Vincent Pastore', 'Anthony Alessandro', 'Victor Colicchio', 'Mike Contessa', 'Philip Suriano', 'Paul Mougey', 'Norman Barbera', 'Anthony Polemeni', 'James Quattrochi', 'Lawrence Sacco', 'Dino Laudicina', 'Irving Welzer', 'Jesse Kirtzman', 'Russell Halley', 'Spencer Bradley', 'Bob Altman', 'Joanna Bennett', 'Gayle Lewis', 'Gaetano Lisi', 'Luke Walter', 'Ed Deacy', 'Larry Silvestri', ""John 'Cha Cha' Ciarcia"", 'Vito Picone', 'Janis Corsair', 'Lisa D’Apolito', 'Frank Aquilino', 'Vito Antuofermo', 'Vincent Gallo', 'Gaetano LoGiudice', 'Garry Pastore', 'Nicole Burdette', 'Stella Keitel', 'Dominique DeVito', 'Michaelangelo Graziano', 'Paula Kcira', 'Nadine Kay', 'Tony Ellis', 'Peter Onorati', 'Jamie deRoy', 'Joel Blake', 'H. Clay Dear', 'Thomas Hewson', 'Gene Canfield', 'Margaux Guerard', 'Violet Gaynor', 'Tobin Bell', 'Berlinda Tolbert', 'Nancy Cassaro', 'Adam Wandt', 'Joe Gioco', 'Isiah Whitlock Jr.', 'Alyson Jones', 'Ruby Gaynor', 'Bo Dietl', 'Frank Cassini', 'Anthony Caso', 'Lisa Bostnar', 'Billy L. Sullivan', 'Daniela Barbosa']",['Martin Scorsese']
Gook,United States,2017,TV-MA,95 min,"Amidst the looting and chaos of the LA riots, two Korean-American brothers fight to save their struggling shoe store while contemplating their future.",2018,March,"March, 2018",,,,
Goon,"United States, Canada",2011,R,92 min,"When he's seen dispatching a rude opposing hockey player in the stands, Doug Glatt is hired by a rival team ... for his fighting skills.",2017,August,"August, 2017",,,,
Goosebumps 2: Haunted Halloween,"United States, United Kingdom",2018,PG,90 min,"Three teens spend their Halloween trying to stop a magical book, which brings characters from the ""Goosebumps"" novels to life.",2019,April,"April, 2019",,,,
Gosford Park,"United States, United Kingdom, Italy",2001,R,137 min,"In this witty whodunit, wealthy guests and their servants gather for a weekend stay at the home of Sir William McCordle, who is soon found murdered.",2019,November,"November, 2019",,,,
Gothika,"United States, France, Canada, Spain",2003,R,98 min,"After a car crash, a criminal psychiatrist awakens to find that she's a patient in the same mental institution that currently employs her.",2021,January,"January, 2021",,,,
Gour Hari Dastaan: The Freedom File,India,2015,TV-14,109 min,A former freedom fighter is forced to navigate the corridors of a disinterested bureaucracy to prove that he fought in India's freedom movement.,2017,October,"October, 2017",,,,
Gran Torino,"Germany, United States",2008,R,117 min,A newly widowed Korean War veteran faces his racism and his past when the son of the Hmong family next door tries to steal his beloved 1972 Gran Torino.,2020,October,"October, 2020",,,,
Grand Designs,United Kingdom,2017,TV-14,2 Seasons,"Host Kevin McCloud presents people who take self-building houses to a new level, following every step of their ambitious plans from beginning to end.",2019,August,"August, 2019",,,,
Grand Hotel,Spain,2013,TV-PG,3 Seasons,"To learn the truth about his sister's mysterious disappearance, a young man infiltrates a hotel in the guise of a footman and begins an investigation.",2017,November,"November, 2017",,,,
Grand Masti,India,2013,TV-MA,93 min,"Leaving their wives at home, three randy friends look forward to some raunchy extramarital fun at their college reunion.",2018,March,"March, 2018",,,,
Grass,United States,2017,TV-MA,57 min,Good girl Cam recruits her pot-loving bestie Jinky to help deliver a backpack full of weed for her drug-dealing fiancé.,2019,February,"February, 2019",,,,
Grease,United States,1978,PG,110 min,John Travolta and Olivia Newton-John star in this hit musical comedy about a greaser and the good girl he falls for – much to his friends' chagrin.,2019,November,"November, 2019",,,,
Great Interior Design Challenge,United Kingdom,2016,TV-PG,2 Seasons,"In this reality series, amateur interior designers on tight budgets test their mettle transforming rooms with speed and style.",2018,December,"December, 2018",,,,
Great Yellowstone Thaw,United Kingdom,2017,TV-PG,1 Season,This series explores the effects of the extreme temperature variations at Yellowstone National Park on the animals that live there.,2017,October,"October, 2017",,,,
Green Room,United States,2015,R,95 min,"At the end of their low-budget tour, a punk band accepts a gig at an isolated rural club, only to discover that their hosts are neo-Nazis.",2018,November,"November, 2018",,,,
Green White Green (And All the Beautiful Colours in My Mosaic of Madness),Nigeria,2016,TV-MA,102 min,"Three young Nigerian bohemians, each from one of the country's major ethnic groups, explore the directions in which their lives could go.",2018,January,"January, 2018",,,,
Gringo: The Dangerous Life of John McAfee,United States,2016,TV-MA,97 min,"Tech tycoon John McAfee made millions from his anti-virus software. Now, he may be best known for his bizarre and scandalous lifestyle.",2018,April,"April, 2018",,,,
Growing Up Coy,United States,2016,TV-PG,82 min,"Filmmakers follow a Colorado family's highly public battle for the rights of their transgender daughter, Coy, in a landmark civil rights case.",2017,January,"January, 2017",,,,
Gun Runners,Canada,2015,TV-PG,90 min,Two roaming Kenyan bandits attempt to change the course of their lives by exchanging their rifles for running shoes.,2017,February,"February, 2017",,,,
Guy Martin: Last Flight of the Vulcan Bomber,United Kingdom,2015,TV-G,57 min,Guy Martin assists in preparing the last airworthy Vulcan bomber for a farewell tour while revealing the stories behind the iconic aircraft.,2019,July,"July, 2019",,,,
Héroes,Chile,2015,TV-MA,91 min,"When an earthquake hits Chile, rescue workers must put aside their differences to save the country from a businessman's evil scheme.",2018,August,"August, 2018",,,,
Hükümet Kadin,Turkey,2013,TV-MA,100 min,"When an uneducated mother of eight suddenly becomes mayor, she uses the skills she's learned as a housewife to keep her town running like clockwork.",2017,March,"March, 2017",,,,
Hükümet Kadin 2,Turkey,2013,TV-14,101 min,"In 1949, with freedoms threatened, housewife Hükümet is unaware of her future life in politics as she faces off with liar and mayoral hopeful Faruk.",2017,March,"March, 2017",,,,
Ha Unlimited,,2016,TV-MA,2 Seasons,"Three comedians launch a company designed to spread happiness far and wide in this Thai sitcom packed with gags, sound effects and special guests.",2018,May,"May, 2018",,,,
Haapus,India,2010,TV-14,138 min,The son of an astrologer faces opposition from his superstitious father regarding his scheme of launching a mango business.,2018,March,"March, 2018",,,,
Hadi İnşallah,Turkey,2014,TV-14,95 min,A young woman recovering poorly from a bad romance gets a new lease on life after encountering a handsome man during a job interview.,2018,April,"April, 2018",,,,
Hairspray,"United States, United Kingdom, Canada",2007,PG,116 min,"In 1962, ambitious plus-size teen Tracy Turnblad tries to integrate a racially divided Baltimore one Watusi at a time.",2020,January,"January, 2020",,,,
HALO Legends,"United States, Japan",2009,PG-13,117 min,"This anthology features seven independent anime shorts from renowned directors, delving into the futuristic universe of the video game franchise Halo.",2017,May,"May, 2017",,,,
Halo: The Fall of Reach,United States,2015,TV-14,65 min,Witness the origins of Master Chief and the Spartan program as a group of children transform into enhanced soldiers and fight a powerful alien threat.,2016,March,"March, 2016",,,,
Hamara Dil Aapke Paas Hai,India,2000,TV-14,158 min,"Love blooms when kind-hearted Avinash takes in Preeti, a woman shunned by society, but the unorthodox living situation creates quite a stir among the neighbors.",2018,March,"March, 2018",,,,
Hamburger Hill,United States,1987,R,110 min,The Vietnam War's horrors come brutally to life through the eyes of American soldiers trying to take a heavily fortified hill under Vietcong control.,2019,November,"November, 2019",,,,
Hamza's Suitcase,Egypt,2017,TV-14,79 min,"When a con man tries to retrieve a bag of money, he swoons for a woman with ties to a notorious crew of criminals.",2019,May,"May, 2019",,,,
Hangman,United States,2017,R,99 min,"A homicide detective, a criminal profiler and a journalist team up to nab a serial killer whose murders are inspired by the classic game of Hangman.",2020,May,"May, 2020",,,,
Hank: Five Years from the Brink,United States,2013,TV-14,86 min,"From Joe Berlinger, director of the ""Paradise Lost"" trilogy, comes this documentary about controversial former U.S. Treasury Secretary Henry Paulson.",2018,August,"August, 2018",,,,
Hannibal,United States,2015,TV-MA,3 Seasons,This drama series focuses on the early years of the relationship between FBI criminal profiler Will Graham and homicidal cannibal Dr. Hannibal Lecter.,2020,June,"June, 2020",,,,
Hans Zimmer: Live in Prague,United Kingdom,2017,TV-G,138 min,"In this concert film, Oscar-winning composer Hans Zimmer performs his most iconic movie scores to a sell-out crowd at the O2 Arena in Prague.",2018,March,"March, 2018",,,,
Happy 300 Days,Taiwan,2013,TV-14,1 Season,"An unexpected pregnancy sends a woman back to her hometown to share a house with three nice guys. Each has problems, but each would make a great dad.",2017,January,"January, 2017",,,,
Happy Hunting,United States,2017,TV-MA,91 min,"On the run from his meth-dealing employers, a drifter with a drinking problem becomes prey in a desert town's twisted hunting contest.",2018,January,"January, 2018",,,,
Happy Times,Mexico,2014,NR,79 min,"Desperate to break up with his clingy girlfriend, a nerdy cartoonist hires a mysterious agency to do the deed. But the agency has unusual methods.",2017,February,"February, 2017",,,,
Happy Valley,United Kingdom,2016,TV-MA,2 Seasons,"Yorkshire police sergeant Catherine Cawood pursues the man who assaulted her late daughter, unaware he is now part of a secret kidnapping plot.",2016,March,"March, 2016",,,,
Happyish,United States,2015,TV-MA,1 Season,"A middle-aged adman is shaken up by his new boss, a 25-year-old who advises him to ""rebrand"" himself. Is it possible, or is this as good as he'll get?",2016,July,"July, 2016",,,,
Hard Tide,United Kingdom,2015,TV-MA,79 min,A drug dealer who's been emulating his father's successful criminal career is forced to go on the run with a young girl in this fact-based thriller.,2017,September,"September, 2017",,,,
Hardcore Henry,"Russia, United States, China",2015,R,96 min,"Shot entirely like a first-person shooter video game, this film tracks Henry, a cyborg racing to save his wife from a villain with paranormal powers.",2020,August,"August, 2020",,,,
Harlem Globetrotters: The Team That Changed the World,,2005,TV-14,55 min,Relive the greatest moments of the Harlem Globetrotters with this documentary that chronicles the team's legendary 1948 defeat over the Minneapolis Lakers and their historic 1951 Berlin trip.,2019,November,"November, 2019",,,,
Harold & Kumar Escape from Guantanamo Bay,United States,2008,R,101 min,Harold and Kumar jump on a plane to catch up with Harold's love interest but must change their plans when Kumar is accused of being a terrorist.,2019,October,"October, 2019",,,,
Harold & Kumar Go to White Castle,"United States, Canada, Germany",2004,R,88 min,Buddies Harold and Kumar set out to satisfy a stoner craving for hamburgers but end up on an epic journey when they can't find White Castle.,2020,January,"January, 2020",7.0,['comedy'],"['John Cho', 'Kal Penn', 'Paula Garcés', 'Neil Patrick Harris', 'David Krumholtz', 'Malin Åkerman', ""Brooke D'Orsay"", 'Steve Braun', 'Fred Willard', 'Rob Tinkler', 'Bobby Lee', 'Anthony Anderson', 'Ethan Embry', 'Eddie Kaye Thomas', 'Ryan Reynolds', 'Christopher Meloni', 'Boyd Banks', 'Jamie Kennedy', 'Siu Ta', 'Gary Anthony Williams', 'Jon Hurwitz', 'Hayden Schlossberg']",['Danny Leiner']
Harold and Lillian: A Hollywood Love Story,United States,2015,TV-14,95 min,"Storyboard artist Harold Michelson and his film researcher wife, Lillian, recall the influence they had on 60 years of Hollywood's biggest hits.",2018,November,"November, 2018",,,,
Harold Shipman - Driven to Kill,United Kingdom,2014,TV-14,1 Season,"Interviews and dramatic reconstructions illuminate the twisted motivations and brazen crimes of serial killer and respected physician, Harold Shipman.",2019,February,"February, 2019",,,,
Harriet the Spy: Blog Wars,"United States, Canada",2010,TV-G,87 min,Intrepid writer Harriet Welsch is determined to become the class blogger despite stiff competition from her snooty archrival.,2018,April,"April, 2018",,,,
Harry & Bunnie,Malaysia,2017,TV-Y7,1 Season,A young wannabe magician and his mischievous stage rabbit battle and sabotage each other while putting on shows.,2017,October,"October, 2017",,,,
Harry and Snowman,United States,2015,TV-PG,83 min,"With only a strong will and a cheap horse, a former agent of the Dutch underground in World War II sets out to become a champion show jumper.",2017,January,"January, 2017",,,,
Harry Benson: Shoot First,United States,2016,NR,90 min,"This film chronicles the career of photographer Harry Benson, who earned global renown with his candid shots of the Beatles and other celebrities.",2017,May,"May, 2017",,,,
Haseena Maan Jaayegi,India,1999,TV-PG,151 min,"A millionaire opens the door to comic complications when he punishes his spoiled sons for trying to make money through shady, get-rich-quick schemes.",2018,March,"March, 2018",,,,
Hati Perempuan,Indonesia,2015,TV-14,1 Season,Sparks of both passion and contempt fly when a self-sufficient architect is forced to work with a snobbish industrialist.,2017,August,"August, 2017",,,,
Haunters: The Art of the Scare,United States,2017,TV-MA,89 min,"This documentary takes us into the world of those who create horror simulations for willing audiences, and examines the culture they have spawned.",2018,January,"January, 2018",,,,
Haunting on Fraternity Row,United States,2018,TV-MA,99 min,"When a fraternity's last big luau serves up horrible deaths to its partygoers, the brothers learn firsthand about their house’s frightening history.",2019,March,"March, 2019",,,,
Have You Seen the Listers?,Australia,2017,TV-MA,86 min,This documentary paints a candid picture of Australian street artist Anthony Lister as he navigates his burgeoning career and personal hardships.,2019,February,"February, 2019",,,,
Havenhurst,United States,2016,TV-MA,85 min,"An alcoholic with a tragic past rents an apartment in a building for those in recovery, but soon learns the truth about residents who get ""evicted.""",2017,June,"June, 2017",,,,
Haywire,"Ireland, United States",2011,R,93 min,A last-minute mission in Dublin turns deadly for stunning secret operative Mallory Kane when she realizes she's been betrayed.,2020,March,"March, 2020",,,,
He Named Me Malala,"United States, United Arab Emirates",2015,PG-13,89 min,"This documentary tells the story of a teenage Pakistani girl shot for her advocacy of women's education, her survival, and her continued efforts.",2018,June,"June, 2018",,,,
He's Out There,United States,2018,R,89 min,"While vacationing at a remote lake house, a mother and her daughters become pawns in the twisted game of an ax-wielding psychopath.",2019,January,"January, 2019",,,,
Head Count,United States,2018,TV-MA,90 min,A group of college students on a weekend getaway accidentally summon a supernatural entity intent on using them for its deadly ritual.,2019,September,"September, 2019",,,,
Head On,Australia,1998,TV-MA,104 min,"This edgy drama follows 19-year-old Ari, a gay Greek-Australian whose roiling ethnic- and sexual-identity struggles lead to a wild, 24-hour odyssey.",2018,August,"August, 2018",,,,
Heal,United States,2017,TV-14,107 min,"Stories from spiritual leaders, physicians and those with chronic illnesses reveal the powerful connection between the human psyche and physical health.",2019,February,"February, 2019",,,,
Heartbreakers,United States,2001,PG-13,124 min,"In this stylish comedy, a mother-daughter con team makes money the old-fashioned way: They use their feminine wiles to swindle it.",2019,December,"December, 2019",,,,
Heartthrob,United States,2017,TV-MA,87 min,"A shy, brilliant boy and a popular girl fall into an unexpected romance. But as their bond deepens, his attraction begins taking on dark overtones.",2018,January,"January, 2018",,,,
Heavy Rescue: 401,Canada,2018,TV-MA,2 Seasons,"In the harshest weather, rookie and veteran heavy recovery operators fight to keep southern Ontario's busy, treacherous highways clear and safe.",2018,June,"June, 2018",,,,
Hedgehogs,"United States, China",2016,PG,94 min,"When a hedgehog suffering from memory loss forgets his identity, he ends up on a big city journey with a pigeon to save his habitat from a human threat.",2019,April,"April, 2019",,,,
Helix,"United States, Canada",2015,TV-MA,1 Season,"While investigating a possible outbreak at an Arctic research facility, scientists discover a new virus that could wipe out every human on the planet.",2018,November,"November, 2018",,,,
Hell and Back,United States,2015,R,86 min,"When best friends break a blood oath, one of them is cast away to hell, and the other two must save him from the misfits of the underworld.",2018,September,"September, 2018",,,,
Hell on Wheels,"Canada, United Kingdom",2016,TV-14,5 Seasons,Former Confederate soldier Cullen Bohannon sets out on a quest to find his wife's killer as post-Civil War America struggles to rebuild its identity.,2016,May,"May, 2016",,,,
Hell or High Water,United States,2016,R,102 min,"In a desperate bid to save their family ranch, two brothers stage a series of clever bank robberies with a pair of Texas Rangers in hot pursuit.",2019,January,"January, 2019",7.6,"['thriller', 'western', 'action', 'crime', 'drama']","['Jeff Bridges', 'Chris Pine', 'Ben Foster', 'Gil Birmingham', 'Marin Ireland', 'Kevin Rankin', 'Dale Dickey', 'William Sterchi', 'Kristen Berg', 'Katy Mixon', 'Buck Taylor', 'Keith Meriweather', 'Amber Midthunder', 'Jackamoe Buzzell', 'Joe Berryman', 'Taylor Sheridan', 'Howard Ferguson Jr.', 'Debrianna Mansini', 'Paul Howard Smith', 'Nathaniel Augustson', 'Ariel Holmes', 'Marie A. Kohl', 'Jim Burleson', 'Gregory Cruz', 'Melanie Papalia', 'Kim Gleason', 'Alma Sisneros', 'Margaret Bowman', 'Ivan Brutsche', 'John-Paul Howard', 'Kevin Wiggins', 'Dylan Kenin', 'Nicole Brady', 'Dick Christie', 'Heidi Sulzman', 'Christopher W. Garcia', 'Richard Beal', 'Crystal Gonzales', 'Ricky Lee', 'Lora Martinez-Cunningham', 'Martin Palmer', 'Terry Dale Parks', 'J. Nathan Simmons', 'Danny Winn']",['David Mackenzie']
Hellboy,United States,2004,PG-13,122 min,"This fast-paced action flick tells the dark story of Hellboy, a charismatic demon who's put on Earth by the Nazis to terrorize the rest of the world.",2018,December,"December, 2018",,,,
Her,United States,2013,R,126 min,Love comes to a lonely writer in the sleekest of packages when he finds himself falling for the advanced operating system he bought to run his life.,2018,July,"July, 2018",,,,
Her Only Choice,United States,2018,TV-14,87 min,A woman must decide if she’s willing to end her pregnancy to save her own life after being diagnosed with breast cancer.,2019,May,"May, 2019",,,,
Hera Pheri,India,1976,TV-14,156 min,The bond between two crooks and best friends is threatened when one learns that the other's father had a hand in his own tragic past.,2019,December,"December, 2019",,,,
Here Alone,United States,2016,TV-MA,97 min,"When she finally encounters two other survivors, a woman alone in a world decimated by a zombie epidemic struggles to trust her new companions.",2017,July,"July, 2017",,,,
Hero,"Hong Kong, China",1997,TV-MA,89 min,"A pugilist from Shantung struggles to rise to the top of the Shanghai triad ladder, where his stellar martial arts talents can shine.",2018,August,"August, 2018",,,,
Herrens veje,Denmark,2018,TV-MA,2 Seasons,A family with a storied history of service to the Church of Denmark fractures under the tyrannical rule and ambition of its hard-driving patriarch.,2019,June,"June, 2019",,,,
Hickok,United States,2017,TV-MA,88 min,"While serving as the marshal of rowdy Abilene, Kansas, ""Wild Bill"" Hickok uses guns and gall to tidy up the lawless frontier town.",2020,July,"July, 2020",,,,
Hidden Singer,South Korea,2015,TV-Y7,1 Season,Pop stars and impersonators face off to be the last one standing as the audience tries to determine the real singer by listening to their voices only.,2017,May,"May, 2017",,,,
Hide & Seek,India,2010,TV-14,96 min,"Years after an accident at a wild Christmas party traumatized them all, six former friends find themselves trapped in a shopping mall and forced by a killer disguised as Santa Claus to play a lethal game of hide-and-seek.",2018,March,"March, 2018",,,,
Hide and Seek,China,2016,TV-14,104 min,"While living a comfortable life with his wife and child, a germophobic man realizes his estranged brother may have committed a terrible crime.",2017,August,"August, 2017",,,,
Highly Strung,Australia,2015,TV-14,80 min,"Fiery passions take center stage in this intimate look at the Australian String Quartet and, perhaps more vital, the priceless instruments they guard.",2017,February,"February, 2017",,,,
Highway Thru Hell,Canada,2016,TV-PG,3 Seasons,"On the hazardous highways of Canada's interior, heavy vehicle towing companies experience hardship and triumph rescuing wrecked and stranded trucks.",2019,December,"December, 2019",,,,
Highway to Heaven,United States,1988,TV-PG,5 Seasons,"Under God's direction, angel Jonathan and ex-cop Mark help troubled souls overcome adversity and embrace honesty, kindness and forgiveness.",2016,November,"November, 2016",,,,
Hinterland,United Kingdom,2016,TV-14,3 Seasons,"Forsaking London for the rustic landscapes of Wales, a police detective with a troubled soul finds himself in a place with secrets as dark as his own.",2017,August,"August, 2017",,,,
Hiroshima: The Real History,United Kingdom,2015,TV-PG,95 min,This detailed examination of the 1945 Hiroshima bombing includes the prelude to and aftermath of history's controversial first use of atomic weapons.,2017,March,"March, 2017",,,,
Hisss,"India, United States",2010,TV-MA,97 min,"In a plot to bait the snake-goddess Nagin for her immortality-granting essence, George States journeys to India and abducts her reptilian lover.",2017,December,"December, 2017",,,,
Historia de un clan,Argentina,2015,TV-MA,1 Season,"This drama based on a true story follows the Puccios, a criminal family who kidnaps wealthy people and holds them hostage in their home.",2017,January,"January, 2017",,,,
History of Joy,India,2017,TV-14,118 min,The life of a high-flying law student takes a drastic turn when a bout of misfortune changes his status in society for good.,2018,August,"August, 2018",,,,
History's Greatest Hoaxes,Australia,2016,TV-PG,1 Season,"Using previously unseen footage, this documentary series offers new insights into some of the biggest scams and forgeries in human history.",2019,July,"July, 2019",,,,
Hitch,United States,2005,PG-13,118 min,"Smooth and sexy Hitch helps clients make a great first impression on a date, but he's thrown when a lovely reporter starts nosing around his business.",2020,January,"January, 2020",,,,
Hitler's Olympics,United Kingdom,2016,TV-PG,44 min,"Hitler, Nazi propaganda and 1936 Berlin Olympics are put under the microscope to uncover hidden truths and the historical legacy of those games.",2016,August,"August, 2016",,,,
Hitler's Steel Beast,France,2017,TV-14,54 min,"Trace the history of Hitler's armored private train, a 15-car mobile headquarters boasting state-of-the-art communications and anti-aircraft cannons.",2017,November,"November, 2017",,,,
Ho Mann Jahaan,Pakistan,2015,TV-PG,170 min,"Three friends in modern-day Karachi navigate their post-college lives, while struggling to balance their passion for music with familial obligations.",2017,July,"July, 2017",,,,
